Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Road_Type,Speed_limit,Junction_Detail,Junction_Control,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Urban_or_Rural_Area,Year
3,2,1,02/05/2012,4,08:40,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,13/05/2012,1,14:53,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,11/05/2012,6,21:00,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,09/05/2012,4,08:15,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining without high winds,Wet/Damp,1,2012
3,1,2,30/05/2012,4,08:30,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,09/05/2012,4,06:50,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Raining without high winds,Wet/Damp,1,2012
3,2,1,03/02/2012,6,15:45,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining without high winds,Wet/Damp,1,2012
3,2,1,20/06/2012,4,19:15,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,2,28/06/2012,5,17:51,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,24/06/2012,1,09:15,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,2,26/06/2012,3,08:16,Single carriageway,30,0.0,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,30/06/2012,7,18:17,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,27/06/2012,4,16:00,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
2,2,1,28/06/2012,5,08:00,Single carriageway,30,0.0,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,20/06/2012,4,16:50,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,27/06/2012,4,17:41,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,06/06/2012,4,20:00,Single carriageway,30,0.0,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,26/06/2012,3,08:15,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,16/06/2012,7,09:45,Single carriageway,30,0.0,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,24/06/2012,1,20:50,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,12/06/2012,3,12:30,Single carriageway,30,0.0,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,25/06/2012,2,08:15,Single carriageway,30,0.0,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,07/06/2012,5,08:20,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
2,1,2,20/06/2012,4,18:25,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,3,4,22/06/2012,6,08:42,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,Zebra crossing,Daylight: Street light present,Fine without high winds,Dry,1,2012
2,2,1,20/06/2012,4,20:00,Single carriageway,30,0.0,0,None within 50 metres,non-junction pedestrian crossing,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,19/06/2012,3,04:10,Single carriageway,30,0.0,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,13/06/2012,4,08:20,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,2,01/06/2012,6,09:41,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,15/06/2012,6,15:20,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,15/06/2012,6,07:35,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
2,2,1,14/06/2012,5,08:45,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,Zebra crossing,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,12/06/2012,3,15:49,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,10/06/2012,1,06:50,Single carriageway,30,0.0,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,31/05/2012,5,10:54,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,10/04/2012,3,18:00,Single carriageway,30,0.0,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,14/05/2012,2,19:20,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,19/05/2012,7,21:45,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,27/04/2012,6,20:05,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,Zebra crossing,Darkness: Street lights present and lit,Fine without high winds,Dry,1,2012
3,2,1,16/04/2012,2,13:50,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,06/05/2012,1,10:14,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,02/07/2012,2,08:55,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,02/07/2012,2,09:45,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining without high winds,Wet/Damp,1,2012
2,1,1,05/07/2012,5,22:14,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,1,2012
3,2,1,05/07/2012,5,18:15,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,05/07/2012,5,14:50,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,2,06/07/2012,6,22:25,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,Zebra crossing,Darkness: Street lights present and lit,Fine without high winds,Dry,1,2012
3,2,1,05/07/2012,5,23:45,Single carriageway,30,0.0,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,1,2012
3,2,1,07/07/2012,7,22:15,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Raining without high winds,Wet/Damp,1,2012
2,2,1,10/07/2012,3,08:26,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
2,1,1,07/07/2012,7,10:41,Single carriageway,30,0.0,Giveway or uncontrolled,Control by school crossing patrol,Zebra crossing,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,09/07/2012,2,08:45,Single carriageway,30,0.0,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,12/07/2012,5,17:05,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,3,1,03/07/2012,3,17:48,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,09/07/2012,2,18:54,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,11/07/2012,4,12:48,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,06/07/2012,6,09:05,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining without high winds,Wet/Damp,1,2012
3,2,1,02/07/2012,2,11:20,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
2,1,1,17/07/2012,3,17:50,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,2,17/07/2012,3,18:50,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,17/07/2012,3,17:30,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,21/07/2012,7,23:58,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,1,2012
3,2,1,18/07/2012,4,14:08,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
2,2,1,24/07/2012,3,00:50,Dual carriageway,30,0.0,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,1,2012
3,2,1,05/07/2012,5,18:30,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,12/07/2012,5,10:25,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,20/07/2012,6,22:10,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,1,2012
3,2,1,17/07/2012,3,09:00,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,2,12/07/2012,5,16:50,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining without high winds,Wet/Damp,1,2012
3,2,1,25/07/2012,4,12:40,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,24/07/2012,3,10:10,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,27/07/2012,6,10:29,Single carriageway,30,0.0,0,None within 50 metres,non-junction pedestrian crossing,Daylight: Street light present,Fine without high winds,Wet/Damp,1,2012
2,2,1,21/07/2012,7,08:42,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,26/07/2012,5,17:43,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
2,1,1,31/07/2012,3,13:10,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,13/07/2012,6,20:30,Single carriageway,30,0.0,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,1,2012
3,1,1,26/07/2012,5,16:55,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,31/07/2012,3,00:12,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,1,2012
3,3,1,24/07/2012,3,00:50,Single carriageway,30,0.0,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,1,2012
3,2,1,24/07/2012,3,13:00,Single carriageway,30,0.0,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,2,19/07/2012,5,06:05,Single carriageway,30,0.0,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,2,19/07/2012,5,19:00,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,26/07/2012,5,14:23,Single carriageway,30,0.0,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,17/07/2012,3,14:25,Single carriageway,30,0.0,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,25/07/2012,4,08:15,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,26/07/2012,5,18:30,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,03/08/2012,6,14:20,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
2,1,1,01/08/2012,4,16:15,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
2,1,1,02/08/2012,5,11:39,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,04/08/2012,7,00:43,Single carriageway,30,0.0,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,1,2012
3,2,1,03/08/2012,6,10:50,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,08/08/2012,4,19:04,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,08/08/2012,4,13:30,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,06/08/2012,2,10:45,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
2,2,1,13/08/2012,2,08:20,Single carriageway,30,0.0,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
2,1,2,11/08/2012,7,07:20,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,18/08/2012,7,00:02,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,1,2012
3,1,1,17/08/2012,6,18:30,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,20/08/2012,2,08:00,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,20/08/2012,2,08:27,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,21/08/2012,3,08:35,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,3,1,24/08/2012,6,22:30,Single carriageway,30,0.0,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,1,2012
3,1,1,30/08/2012,5,09:30,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,28/08/2012,3,10:30,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,21/08/2012,3,18:00,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,24/08/2012,6,17:05,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,24/08/2012,6,21:16,Single carriageway,30,0.0,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,1,2012
3,2,1,01/09/2012,7,22:05,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,1,2012
3,2,1,24/08/2012,6,21:24,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,1,2012
3,2,1,31/08/2012,6,16:00,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,10/08/2012,6,12:45,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,27/08/2012,2,12:55,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Unknown,Dry,1,2012
3,1,1,04/09/2012,3,21:29,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,1,2012
2,2,3,03/09/2012,2,15:25,Single carriageway,30,0.0,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,05/09/2012,4,09:30,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,06/09/2012,5,19:43,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,07/09/2012,6,13:34,Single carriageway,30,0.0,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,25/09/2012,3,09:09,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,17/09/2012,2,14:46,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,10/09/2012,2,07:00,Dual carriageway,40,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,06/09/2012,5,08:35,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,06/09/2012,5,16:25,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,07/09/2012,6,15:58,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,non-junction pedestrian crossing,Daylight: Street light present,Fine without high winds,Dry,1,2012
2,1,2,27/09/2012,5,18:20,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,1,2012
3,1,1,11/09/2012,3,08:45,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,06/09/2012,5,07:30,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,07/09/2012,6,09:19,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,05/09/2012,4,18:50,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,10/09/2012,2,18:55,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,4,2,24/09/2012,2,07:57,Single carriageway,30,0.0,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining without high winds,Wet/Damp,1,2012
3,2,1,11/10/2012,5,08:50,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,17/09/2012,2,00:33,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,1,2012
2,1,1,26/09/2012,4,07:17,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,20/09/2012,5,07:50,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,16/09/2012,1,18:00,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
2,1,1,28/09/2012,6,23:46,Single carriageway,30,0.0,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,2,2012
3,1,2,20/09/2012,5,17:10,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,19/09/2012,4,16:15,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,2,21/09/2012,6,16:15,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,2,18/09/2012,3,08:11,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,06/09/2012,5,09:50,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
2,2,1,12/09/2012,4,18:55,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,27/09/2012,5,22:45,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,1,2012
3,2,1,30/09/2012,1,20:15,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,1,2012
3,1,1,03/10/2012,4,01:15,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Raining with high winds,Wet/Damp,1,2012
3,3,1,01/10/2012,2,16:45,Dual carriageway,40,0.0,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,03/10/2012,4,04:20,Single carriageway,30,0.0,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining with high winds,Wet/Damp,1,2012
3,2,1,04/10/2012,5,17:25,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
2,2,1,07/10/2012,1,13:04,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,03/10/2012,4,13:19,Single carriageway,30,0.0,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,2,11/10/2012,5,23:24,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,1,2012
