Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Road_Type,Speed_limit,Junction_Detail,Junction_Control,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Urban_or_Rural_Area,Year
3,2,1,18/07/2012,4,09:00,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining without high winds,Wet/Damp,1,2012
3,2,1,11/08/2012,7,13:01,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,2,06/08/2012,2,17:20,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,non-junction pedestrian crossing,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,08/08/2012,4,16:20,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,29/07/2012,1,16:18,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Other,Wet/Damp,1,2012
3,2,1,01/08/2012,4,14:15,Dual carriageway,30,0.0,Automatic traffic signal,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,2,30/06/2012,7,04:20,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,Zebra crossing,Darkness: Street lights present and lit,Fine without high winds,Dry,1,2012
3,2,1,07/08/2012,3,07:45,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,13/08/2012,2,15:03,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
2,2,1,09/08/2012,5,19:15,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,02/08/2012,5,10:47,Single carriageway,30,0.0,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,27/07/2012,6,08:50,Single carriageway,30,0.0,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
2,1,1,14/08/2012,3,15:30,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
2,2,1,04/08/2012,7,19:45,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,1,2012
3,2,1,16/08/2012,5,07:40,Single carriageway,30,0.0,Giveway or uncontrolled,Control by other authorised person,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,12/08/2012,1,20:50,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,1,2012
3,2,1,20/08/2012,2,19:00,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,02/08/2012,5,10:50,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,26/07/2012,5,23:05,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,1,2012
3,3,1,01/08/2012,4,12:40,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,08/08/2012,4,01:45,Single carriageway,30,0.0,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,1,2012
3,2,1,15/08/2012,4,21:30,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,1,2012
3,2,1,03/08/2012,6,13:30,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,3,2,16/08/2012,5,17:30,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,17/08/2012,6,19:35,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,1,2012
3,2,1,31/07/2012,3,11:40,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,18/08/2012,7,05:04,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,1,2012
3,1,1,26/07/2012,5,20:14,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,1,2012
2,2,1,27/07/2012,6,07:58,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,24/08/2012,6,10:19,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,30/08/2012,5,12:15,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,07/08/2012,3,13:15,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,09/08/2012,5,19:15,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,26/08/2012,1,18:45,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,24/08/2012,6,21:50,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,1,2012
3,2,1,22/08/2012,4,07:30,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,25/08/2012,7,08:30,Roundabout,30,0.0,Giveway or uncontrolled,None within 50 metres,Zebra crossing,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,4,19/08/2012,1,21:15,Dual carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,non-junction pedestrian crossing,Darkness: Street lights present and lit,Fine without high winds,Dry,1,2012
3,1,1,13/08/2012,2,11:00,One way street,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,24/08/2012,6,12:15,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,15/08/2012,4,13:40,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,30/08/2012,5,08:00,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,24/08/2012,6,12:30,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,15/08/2012,4,17:01,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,Zebra crossing,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,25/08/2012,7,20:40,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,1,2012
3,2,1,27/08/2012,2,21:40,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,1,2012
3,2,4,20/08/2012,2,00:55,Roundabout,30,0.0,Giveway or uncontrolled,None within 50 metres,Zebra crossing,Darkness: Street lights present and lit,Fine without high winds,Dry,1,2012
3,1,2,26/08/2012,1,19:00,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
2,1,1,31/08/2012,6,09:37,Single carriageway,30,0.0,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,30/08/2012,5,22:30,Single carriageway,30,0.0,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,1,2012
3,2,1,11/08/2012,7,02:07,Single carriageway,30,0.0,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,1,2012
3,2,1,09/09/2012,1,13:40,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
2,1,1,26/07/2012,5,22:13,Single carriageway,30,0.0,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,1,2012
3,2,1,05/09/2012,4,17:14,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,04/09/2012,3,08:53,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,04/09/2012,3,16:40,Single carriageway,30,0.0,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,08/09/2012,7,17:20,Single carriageway,30,0.0,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,2,09/09/2012,1,14:40,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,Zebra crossing,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,05/08/2012,1,16:03,Dual carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,2,06/09/2012,5,17:05,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,28/08/2012,3,13:29,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,2,2012
3,2,1,03/08/2012,6,14:57,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,non-junction pedestrian crossing,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,13/09/2012,5,14:07,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,11/09/2012,3,12:00,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,17/09/2012,2,14:23,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,12/09/2012,4,20:26,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,1,2012
3,2,1,07/09/2012,6,20:35,Single carriageway,30,0.0,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,1,2012
2,2,1,08/09/2012,7,20:45,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,1,2012
3,2,1,25/08/2012,7,03:13,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,Zebra crossing,Darkness: Street lights present and lit,Fine without high winds,Dry,1,2012
2,1,1,05/09/2012,4,17:52,Single carriageway,30,0.0,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
2,2,1,05/09/2012,4,07:40,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,07/09/2012,6,12:45,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,02/09/2012,1,14:23,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,2,17/09/2012,2,13:37,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,14/09/2012,6,12:05,Roundabout,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,18/09/2012,3,15:09,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,28/07/2012,7,04:25,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,15/08/2012,4,11:25,Single carriageway,30,0.0,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,16/08/2012,5,18:30,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,Zebra crossing,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,23/08/2012,5,17:25,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,non-junction pedestrian crossing,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,1,1,14/09/2012,6,19:45,Single carriageway,30,0.0,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,1,2012
3,2,1,18/09/2012,3,14:40,Single carriageway,30,0.0,Automatic traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,26/08/2012,1,06:40,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
3,2,1,31/08/2012,6,10:57,Single carriageway,30,0.0,Giveway or uncontrolled,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,1,2012
